식품코드,식품명,데이터구분코드,데이터구분명,식품기원코드,식품기원명,식품대분류코드,식품대분류명,대표식품코드,대표식품명,식품중분류코드,식품중분류명,식품소분류코드,식품소분류명,식품세분류코드,식품세분류명,영양성분함량기준량,에너지(kcal),수분(g),단백질(g),지방(g),회분(g),탄수화물(g),당류(g),식이섬유(g),칼슘(mg),철(mg),인(mg),칼륨(mg),나트륨(mg),비타민 A(μg RAE),레티놀(μg),베타카로틴(μg),티아민(mg),리보플라빈(mg),니아신(mg),비타민 C(mg),비타민 D(μg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g),출처코드,출처명,식품중량,업체명,데이터생성방법코드,데이터생성방법명,데이터생성일자,데이터기준일자,제공기관코드,제공기관명
D202-031000000-0072,피자_(피자헤븐)헤븐스페셜 피자 L,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2031,피자,203100,해당없음,20310000,해당없음,0,해당없음,100g,273,0,13.49,9.52,,33.33,3.17,,,,,,370,,,,,,,,,,3.81,0,3,식품의약품안전처,126g,피자헤븐,2,수집,2020-12-31,2022-11-01,1471000,식품의약품안전처
D202-031000000-0073,피자_(피자헤븐)헤븐스페셜 피자 M,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2031,피자,203100,해당없음,20310000,해당없음,0,해당없음,100g,270,0,13.39,8.93,,33.93,3.57,,,,,,371,,,,,,,,,,3.84,0,3,식품의약품안전처,112g,피자헤븐,2,수집,2020-12-31,2022-11-01,1471000,식품의약품안전처
D202-031000000-0074,피자_(피자헤븐)황제천왕 피자 BL,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2031,피자,203100,해당없음,20310000,해당없음,0,해당없음,100g,251,0,11.58,10.53,,27.37,4.21,,,,,,344,,,,,,,,,,4.21,0,3,식품의약품안전처,190g,피자헤븐,2,수집,2020-12-31,2022-11-01,1471000,식품의약품안전처
D202-031000000-0075,피자_(피자헤븐)황제천왕 피자 L,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2031,피자,203100,해당없음,20310000,해당없음,0,해당없음,100g,253,0,11.88,10.63,,27.5,4.38,,,,,,345,,,,,,,,,,4.31,0,3,식품의약품안전처,160g,피자헤븐,2,수집,2020-12-31,2022-11-01,1471000,식품의약품안전처
D202-033000000-0001,핫도그_(눈치떡)핫도그,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2033,핫도그,203300,해당없음,20330000,해당없음,0,해당없음,100g,309,0,9,17,,30,9,,,,,,476,,,,,,,,,,7,0,3,식품의약품안전처,100g,눈꽃치즈떡볶이,2,수집,2020-12-31,2022-11-01,1471000,식품의약품안전처
D202-033000000-0002,핫도그_(못난이꽈배기)못난이찹쌀모짜렐라치즈핫도그,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2033,핫도그,203300,해당없음,20330000,해당없음,0,해당없음,100g,280,0,9.26,11.05,,35.79,8,,,,,,447,,,,,,,,,,2.95,0,3,식품의약품안전처,95g,못난이꽈배기,2,수집,2019-12-31,2022-11-01,1471000,식품의약품안전처
D202-033000000-0003,핫도그_(커피에 반하다)오리지널 핫도그 매콤치즈,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2033,핫도그,203300,해당없음,20330000,해당없음,0,해당없음,100g,261,0,5.83,25.83,,27.5,5,,,,,,508,,,,,,,,,,0,0,3,식품의약품안전처,120g,커피에 반하다,2,수집,2019-12-31,2022-11-01,1471000,식품의약품안전처
D202-033000000-0004,핫도그_(커피에 반하다)오리지널 핫도그 치즈,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2033,핫도그,203300,해당없음,20330000,해당없음,0,해당없음,100g,264,0,5.83,14.17,,28.33,4.17,,,,,,558,,,,,,,,,,0,0,3,식품의약품안전처,120g,커피에 반하다,2,수집,2019-12-31,2022-11-01,1471000,식품의약품안전처
D202-035000000-0001,허니브레드_(커피에 반하다)허니버터브레드,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2035,허니브레드,203500,해당없음,20350000,해당없음,0,해당없음,100g,416,0,8.42,10.53,,22.11,12.63,,,,,,751,,,,,,,,,,0,0,3,식품의약품안전처,190g,커피에 반하다,2,수집,2019-12-31,2022-11-01,1471000,식품의약품안전처
D203-003000000-0001,군만두_(눈치떡)군만두,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,3,면 및 만두류,3003,군만두,300300,해당없음,30030000,해당없음,0,해당없음,100g,293,0,8.89,17.78,,24.44,1.67,,,,,,394,,,,,,,,,,6.11,0,3,식품의약품안전처,180g,눈꽃치즈떡볶이,2,수집,2020-12-31,2022-11-01,1471000,식품의약품안전처
D203-003000000-0002,군만두_(눈치떡)야끼만두,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,3,면 및 만두류,3003,군만두,300300,해당없음,30030000,해당없음,0,해당없음,100g,315,0,5,15,,40,2.5,,,,,,155,,,,,,,,,,2.63,0,3,식품의약품안전처,80g,눈꽃치즈떡볶이,2,수집,2020-12-31,2022-11-01,1471000,식품의약품안전처
D203-005000000-0001,기타_(꾸브라꼬 숯불두마리 치킨)우동사리,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,3,면 및 만두류,3005,기타,300500,해당없음,30050000,해당없음,0,해당없음,100g,185,0,3.71,1.26,,40,10.29,,,,,,426,,,,,,,,,,0.31,0,3,식품의약품안전처,350g,꾸브라꼬 숯불두마리 치킨,2,수집,2020-12-31,2022-11-01,1471000,식품의약품안전처
D203-017000000-0001,수제비_(삼삼한밥상(Ⅶ))얼큰 콩나물 수제비,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,3,면 및 만두류,3017,수제비,301700,해당없음,30170000,해당없음,0,해당없음,100g,69,0,2.72,0.03,,14.4,,,,,,,140,,,,,,,,,,0,0,3,식품의약품안전처,333g,해당없음,2,수집,2018-12-31,2022-11-01,1471000,식품의약품안전처
D203-018000000-0001,스파게티_(고피자)까브로나라파스타,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,3,면 및 만두류,3018,스파게티,301800,해당없음,30180000,해당없음,0,해당없음,100g,167,0,4.34,7.26,,20.64,1.41,,,,,,201,,,,,,,,,,5.11,0,3,식품의약품안전처,339g,고피자,2,수집,2020-12-31,2022-11-01,1471000,식품의약품안전처
D203-018000000-0002,스파게티_(고피자)미트소스파스타,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,3,면 및 만두류,3018,스파게티,301800,해당없음,30180000,해당없음,0,해당없음,100g,147,0,5.35,4.45,,21.33,3.18,,,,,,184,,,,,,,,,,1.21,0,3,식품의약품안전처,335g,고피자,2,수집,2020-12-31,2022-11-01,1471000,식품의약품안전처
D203-018000000-0003,스파게티_(고피자)알리오올리오파스타,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,3,면 및 만두류,3018,스파게티,301800,해당없음,30180000,해당없음,0,해당없음,100g,154,0,4.1,4.46,,24.9,2.63,,,,,,397,,,,,,,,,,0.72,0,3,식품의약품안전처,302g,고피자,2,수집,2020-12-31,2022-11-01,1471000,식품의약품안전처
D203-018000000-0004,스파게티_(고피자)토마토파스타,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,3,면 및 만두류,3018,스파게티,301800,해당없음,30180000,해당없음,0,해당없음,100g,105,0,4.06,0.7,,20.84,3.44,,,,,,216,,,,,,,,,,0.12,0,3,식품의약품안전처,331g,고피자,2,수집,2020-12-31,2022-11-01,1471000,식품의약품안전처
D203-018000000-0005,스파게티_(피자헤븐)까르보나라,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,3,면 및 만두류,3018,스파게티,301800,해당없음,30180000,해당없음,0,해당없음,100g,156,0,6.25,7.19,,18.75,1.56,,,,,,206,,,,,,,,,,5.31,0,3,식품의약품안전처,32g,피자헤븐,2,수집,2020-12-31,2022-11-01,1471000,식품의약품안전처
D203-018000000-0006,스파게티_(피자헤븐)매운까르보나라,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,3,면 및 만두류,3018,스파게티,301800,해당없음,30180000,해당없음,0,해당없음,100g,161,0,5.56,7.78,,22.22,2.78,,,,,,250,,,,,,,,,,5.56,0,3,식품의약품안전처,18g,피자헤븐,2,수집,2020-12-31,2022-11-01,1471000,식품의약품안전처
D203-018000000-0007,스파게티_(피자헤븐)볼로네즈,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,3,면 및 만두류,3018,스파게티,301800,해당없음,30180000,해당없음,0,해당없음,100g,161,0,8.33,4.72,,19.44,3.61,,,,,,239,,,,,,,,,,2.22,0,3,식품의약품안전처,36g,피자헤븐,2,수집,2020-12-31,2022-11-01,1471000,식품의약품안전처
D203-018000000-0008,스파게티_(피자헤븐)불닭까르보나라,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,3,면 및 만두류,3018,스파게티,301800,해당없음,30180000,해당없음,0,해당없음,100g,138,0,4.76,6.67,,19.05,2.38,,,,,,433,,,,,,,,,,4.76,0,3,식품의약품안전처,20g,피자헤븐,2,수집,2020-12-31,2022-11-01,1471000,식품의약품안전처
D203-018000000-0009,스파게티_(피자헤븐)치킨까르보나라,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,3,면 및 만두류,3018,스파게티,301800,해당없음,30180000,해당없음,0,해당없음,100g,181,0,4.76,7.62,,19.05,2.38,,,,,,286,,,,,,,,,,5.71,0,3,식품의약품안전처,20g,피자헤븐,2,수집,2020-12-31,2022-11-01,1471000,식품의약품안전처
D203-018000000-0010,스파게티_(피자헤븐)포모도로,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,3,면 및 만두류,3018,스파게티,301800,해당없음,30180000,해당없음,0,해당없음,100g,111,0,2.7,1.62,,18.92,4.05,,,,,,189,,,,,,,,,,0,0,3,식품의약품안전처,37g,피자헤븐,2,수집,2020-12-31,2022-11-01,1471000,식품의약품안전처
D203-020000000-0001,오븐 스파게티_(눈치떡)볼로네즈 스파게티,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,3,면 및 만두류,3020,오븐스파게티,302000,해당없음,30200000,해당없음,0,해당없음,100g,143,0,7.44,3.95,,19.53,4.65,,,,,,257,,,,,,,,,,1.86,0,3,식품의약품안전처,430g,눈꽃치즈떡볶이,2,수집,2020-12-31,2022-11-01,1471000,식품의약품안전처
D204-007000000-0001,스프_(삼삼한밥상(Ⅶ))퀴노아팥수프,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,4,죽 및 스프류,4007,스프,400700,해당없음,40070000,해당없음,0,해당없음,100g,154,0,2.27,11.7,,10,,,,,,,114,,,,,,,,,,0,0,3,식품의약품안전처,280g,해당없음,2,수집,2018-12-31,2022-11-01,1471000,식품의약품안전처
D205-014000000-0001,닭곰탕_(삼삼한밥상(Ⅶ))닭곰탕,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,5,국 및 탕류,5014,닭곰탕,501400,해당없음,50140000,해당없음,0,해당없음,100g,27,0,5.32,0.04,,1.25,,,,,,,195,,,,,,,,,,0,0,3,식품의약품안전처,336g,해당없음,2,수집,2018-12-31,2022-11-01,1471000,식품의약품안전처
D205-017000000-0001,들깨탕_(삼삼한밥상(Ⅶ))코다리 뿌리채소 들깨탕,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,5,국 및 탕류,5017,들깨탕,501700,해당없음,50170000,해당없음,0,해당없음,100g,27,0,4.25,0.63,,1.05,,,,,,,45,,,,,,,,,,0,0,3,식품의약품안전처,347g,해당없음,2,수집,2018-12-31,2022-11-01,1471000,식품의약품안전처
D205-020000000-0001,무국_(삼삼한밥상(Ⅶ))쇠고기 무국,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,5,국 및 탕류,5020,무국,502000,해당없음,50200000,해당없음,0,해당없음,100g,16,0,2.26,0.27,,1.19,,,,,,,79,,,,,,,,,,0,0,3,식품의약품안전처,287g,해당없음,2,수집,2018-12-31,2022-11-01,1471000,식품의약품안전처
D205-023000000-0001,미소된장국_(삼삼한밥상(Ⅶ))미역 미소국,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,5,국 및 탕류,5023,미소된장국,502300,해당없음,50230000,해당없음,0,해당없음,100g,6,0,0.46,0.02,,0.97,,,,,,,79,,,,,,,,,,0,0,3,식품의약품안전처,245g,해당없음,2,수집,2018-12-31,2022-11-01,1471000,식품의약품안전처
D205-023000000-0002,미소된장국_(삼삼한밥상(Ⅶ))토마토 미소된장국,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,5,국 및 탕류,5023,미소된장국,502300,해당없음,50230000,해당없음,0,해당없음,100g,24,0,1.75,0.68,,2.7,,,,,,,322,,,,,,,,,,0,0,3,식품의약품안전처,196g,해당없음,2,수집,2018-12-31,2022-11-01,1471000,식품의약품안전처
D205-024000000-0001,미역국_(삼삼한밥상(Ⅶ))바지락 미역국,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,5,국 및 탕류,5024,미역국,502400,해당없음,50240000,해당없음,0,해당없음,100g,19,0,2.81,0.2,,1.44,,,,,,,282,,,,,,,,,,0,0,3,식품의약품안전처,285g,해당없음,2,수집,2018-12-31,2022-11-01,1471000,식품의약품안전처
D205-025000000-0001,바지락국_(삼삼한밥상(Ⅶ))바지락맑은국,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,5,국 및 탕류,5025,바지락국,502500,해당없음,50250000,해당없음,0,해당없음,100g,19,0,1.59,0.01,,3.14,,,,,,,146,,,,,,,,,,0,0,3,식품의약품안전처,247g,해당없음,2,수집,2018-12-31,2022-11-01,1471000,식품의약품안전처
D205-026000000-0001,배추국_(삼삼한밥상(Ⅶ))홍합 배춧국,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,5,국 및 탕류,5026,배추국,502600,해당없음,50260000,해당없음,0,해당없음,100g,10,0,0.84,0.3,,0.89,,,,,,,25,,,,,,,,,,0,0,3,식품의약품안전처,240g,해당없음,2,수집,2018-12-31,2022-11-01,1471000,식품의약품안전처
D205-027000000-0001,북어국_(삼삼한밥상(Ⅶ))북어 무국,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,5,국 및 탕류,5027,북어국,502700,해당없음,50270000,해당없음,0,해당없음,100g,19,0,2.81,0.2,,1.44,,,,,,,239,,,,,,,,,,0,0,3,식품의약품안전처,300g,해당없음,2,수집,2018-12-31,2022-11-01,1471000,식품의약품안전처
D205-052000000-0001,토란국_(삼삼한밥상(Ⅶ))쇠고기 들깨 알토란탕,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,5,국 및 탕류,5052,토란국,505200,해당없음,50520000,해당없음,0,해당없음,100g,49,0,2.55,1.74,,5.86,,,,,,,228,,,,,,,,,,0,0,3,식품의약품안전처,297g,해당없음,2,수집,2018-12-31,2022-11-01,1471000,식품의약품안전처
D207-009000000-0001,달걀찜_(삼삼한밥상(Ⅶ))토마토 채소 계란찜,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,7,찜류,7009,달걀찜,700900,해당없음,70090000,해당없음,0,해당없음,100g,135,0,8.65,9.8,,2.96,,,,,,,118,,,,,,,,,,0,0,3,식품의약품안전처,135g,해당없음,2,수집,2018-12-31,2022-11-01,1471000,식품의약품안전처
D207-017000000-0001,두부찜_(삼삼한밥상(Ⅶ))닭가슴살 두부선,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,7,찜류,7017,두부찜,701700,해당없음,70170000,해당없음,0,해당없음,100g,105,0,16,3.98,,1.26,,,,,,,19,,,,,,,,,,0,0,3,식품의약품안전처,90g,해당없음,2,수집,2018-12-31,2022-11-01,1471000,식품의약품안전처
D207-019000000-0001,보쌈/수육_(삼삼한밥상(Ⅶ))돈수육 & 해물냉채,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,7,찜류,7019,보쌈/수육,701900,해당없음,70190000,해당없음,0,해당없음,100g,178,0,15.7,11,,4.09,,,,,,,292,,,,,,,,,,0,0,3,식품의약품안전처,74g,해당없음,2,수집,2018-12-31,2022-11-01,1471000,식품의약품안전처
D208-012000000-0001,닭튀김(치킨)_(꾸브라꼬 숯불두마리 치킨)간장치킨 뼈닭,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,8,구이류,8012,닭튀김(치킨),801200,해당없음,80120000,해당없음,0,해당없음,100g,289,0,20,17,,14,6,,,,,,386,,,,,,,,,,3.7,0,3,식품의약품안전처,100g,꾸브라꼬 숯불두마리 치킨,2,수집,2020-12-31,2022-11-01,1471000,식품의약품안전처
D208-012000000-0002,닭튀김(치킨)_(꾸브라꼬 숯불두마리 치킨)간장치킨 순살,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,8,구이류,8012,닭튀김(치킨),801200,해당없음,80120000,해당없음,0,해당없음,100g,320,0,17,20,,18,6,,,,,,450,,,,,,,,,,4.2,0,3,식품의약품안전처,100g,꾸브라꼬 숯불두마리 치킨,2,수집,2020-12-31,2022-11-01,1471000,식품의약품안전처
D208-012000000-0003,닭튀김(치킨)_(꾸브라꼬 숯불두마리 치킨)숯불데리야끼치킨 뼈닭,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,8,구이류,8012,닭튀김(치킨),801200,해당없음,80120000,해당없음,0,해당없음,100g,246,0,26,10,,13,9,,,,,,330,,,,,,,,,,3.1,0,3,식품의약품안전처,100g,꾸브라꼬 숯불두마리 치킨,2,수집,2020-12-31,2022-11-01,1471000,식품의약품안전처
D208-012000000-0004,닭튀김(치킨)_(꾸브라꼬 숯불두마리 치킨)숯불데리야끼치킨 순살,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,8,구이류,8012,닭튀김(치킨),801200,해당없음,80120000,해당없음,0,해당없음,100g,233,0,25,9,,13,7,,,,,,325,,,,,,,,,,2.9,0,3,식품의약품안전처,100g,꾸브라꼬 숯불두마리 치킨,2,수집,2020-12-31,2022-11-01,1471000,식품의약품안전처
D208-012000000-0005,닭튀김(치킨)_(꾸브라꼬 숯불두마리 치킨)숯불양념구이치킨 뼈닭,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,8,구이류,8012,닭튀김(치킨),801200,해당없음,80120000,해당없음,0,해당없음,100g,211,0,24,7,,13,10,,,,,,381,,,,,,,,,,2.2,0,3,식품의약품안전처,100g,꾸브라꼬 숯불두마리 치킨,2,수집,2020-12-31,2022-11-01,1471000,식품의약품안전처
D208-012000000-0006,닭튀김(치킨)_(꾸브라꼬 숯불두마리 치킨)숯불양념구이치킨 순살,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,8,구이류,8012,닭튀김(치킨),801200,해당없음,80120000,해당없음,0,해당없음,100g,228,0,22,8,,17,9,,,,,,436,,,,,,,,,,2.9,0,3,식품의약품안전처,100g,꾸브라꼬 숯불두마리 치킨,2,수집,2020-12-31,2022-11-01,1471000,식품의약품안전처
D208-012000000-0007,닭튀김(치킨)_(꾸브라꼬 숯불두마리 치킨)양념치킨 뼈닭,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,8,구이류,8012,닭튀김(치킨),801200,해당없음,80120000,해당없음,0,해당없음,100g,300,0,17,16,,22,14,,,,,,406,,,,,,,,,,3,0,3,식품의약품안전처,100g,꾸브라꼬 숯불두마리 치킨,2,수집,2020-12-31,2022-11-01,1471000,식품의약품안전처
D208-012000000-0008,닭튀김(치킨)_(꾸브라꼬 숯불두마리 치킨)양념치킨 순살,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,8,구이류,8012,닭튀김(치킨),801200,해당없음,80120000,해당없음,0,해당없음,100g,297,0,12,13,,33,14,,,,,,429,,,,,,,,,,2.9,0,3,식품의약품안전처,100g,꾸브라꼬 숯불두마리 치킨,2,수집,2020-12-31,2022-11-01,1471000,식품의약품안전처
D208-012000000-0009,닭튀김(치킨)_(꾸브라꼬 숯불두마리 치킨)후라이드치킨 뼈닭,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,8,구이류,8012,닭튀김(치킨),801200,해당없음,80120000,해당없음,0,해당없음,100g,341,0,21,25,,8,0,,,,,,249,,,,,,,,,,6,0,3,식품의약품안전처,100g,꾸브라꼬 숯불두마리 치킨,2,수집,2020-12-31,2022-11-01,1471000,식품의약품안전처
D208-012000000-0010,닭튀김(치킨)_(꾸브라꼬 숯불두마리 치킨)후라이드치킨 순살,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,8,구이류,8012,닭튀김(치킨),801200,해당없음,80120000,해당없음,0,해당없음,100g,341,0,20,25,,10,0,,,,,,352,,,,,,,,,,5,0,3,식품의약품안전처,100g,꾸브라꼬 숯불두마리 치킨,2,수집,2020-12-31,2022-11-01,1471000,식품의약품안전처
D208-016000000-0001,두부구이_(삼삼한밥상(Ⅶ))두부구이 & 버섯소스,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,8,구이류,8016,두부구이,801600,해당없음,80160000,해당없음,0,해당없음,100g,140,0,10.8,8.83,,4.38,,,,,,,3,,,,,,,,,,0,0,3,식품의약품안전처,65g,해당없음,2,수집,2018-12-31,2022-11-01,1471000,식품의약품안전처
